place,categories,user code,title,review,rating,date
Matheson Hammock Park,Parks,jodyj321,Restful day with our feet in the sand,"It was a tough week in the business, I was exhausted, tempted to go to Friday night happy hour. We went to the beach at matheson hammock instead and sat in our beach chairs watching the sunset. Better choice, calming choice. It's one of the best views in Miami. ",50,April 2017
Adrienne Arsht Center for the Performing Arts of Miami-Dade County,Theaters,danet99,Miami City Ballet Program 4,Season Ticket Holders. Will be back!!!  ,50,April 2017
Wynwood Brewing Company,Breweries,PSLCruiser,Small but good beer,Small place. Hard to get a seat during busy hours. Beer was great. Loud. Only one bathroom each for men and women. ,30,July 2016
The Centurion Lounge,Airport Lounges,grittyhub,Quality lounge,"I have looked forward to visiting an American Express Centurian lounge and recently had the opportunity to try the Miami one out with the family. They are sadly lacking in Euope. I was not dissapointed. A nice welcome from the pleasant staff on the front desk. I showed my Platinum card, passport and boarding pass and we were in after being given advice on how to book a (free) massage. My wife and I both had a massage - you simply book a time and wait your turn after filling a form with a few details. I think we waited about 1 hour. A very good selection of food was provided and I liked the small touches like the salad with different varieties and colours of tomatoes. There were also dishes we had not tried before. There was a great selection of wine and the opportunity to have a latte from the coffee machine. It was a bit smaller than I had anticipated but there were extra spaces to the right and left of the main reception area. I was hoping to use one at JFK in NYC but it seems this has not opened yet. Maybe i'll get there another time.",50,August 2018
The Centurion Lounge,Airport Lounges,RickB221,First rate!,"This is an exceptional airport lounge. Fresh design, delicious food, great bar, and 10-minute massage appointments. Yeah, it’s a little crowded—that’s because it rocks. But I have never been unable to sit. Big kudos, AMEX!",50,August 2018
The Centurion Lounge,Airport Lounges,fred3433,Another overcrowded lounge ,No longer a benefit of being a card member. ,20,August 2018
The Centurion Lounge,Airport Lounges,JMAL22,Excelent place to wait for your next connection ,"Near Gate 12 the place offer for all AMEX Platinum, BLACK and Centurion, grate free foods and beverages. The Card must be issued by AMEX, not by a bank.",50,September 2018
Adrienne Arsht Center for the Performing Arts of Miami-Dade County,Theaters,Yoyoforever,Beautiful Venue,"I was treated to a performance of The Nutcracker this Christmas at the Arsht Center. The venue is beautiful and is definitely a welcome addition to downtown Miami. The theater is well-thought out. All the seats, no matter where you're seated, seem to have a good view of the stage. Food is pricey, and depending on the ballet or performance you're seeing tickets can cost a pretty penny as well. But sometimes you have to splurge and this is a good way to do so.",40,December 2016
Adrienne Arsht Center for the Performing Arts of Miami-Dade County,Theaters,josier915,I've had the time of my life! ☺,This place is absolutely gorgeous! Went to see the Dirty Dancing show & it was awesome. Bathrooms were close by & clean. Didn't wait long to get a drink at the bars. Some bars only take cash & at the main bar takes credit cards. Staff were very friendly & helpful. Good experience! ,50,November 2016
Adrienne Arsht Center for the Performing Arts of Miami-Dade County,Theaters,sunflw5,Always a hit,"I go every year to their Broadway Across America tours of the popular shows. We often see 4-5 shows each season. The opera house has good views in most tiers, although the box seats are my favorite. The venue has great acoustics and the shows are spectacular. I have taken my kids for family events and other non-broadway shows like stomp, cirque Eloise, Rock of Ages, as well as Broadway shows like Wicked, Motown, Phantom, Sound of Music, Mamma Mia, Jersey Boys, and many more. It is always a great experience if you can't make it to Broadway. ",50,September 2016
Matheson Hammock Park,Parks,traveljules2016,Wonderful park with lots of options for fun,"This is a great park that offers places to kayak, swim at a beach, walk along the bay and sit and enjoy the gorgeous views. We went to see the sunset.  Highly recommend this as a place to visit in Miami.  You can see the sunset from one side and then see the skyline of Miami from the other. ",50,February 2017
Matheson Hammock Park,Parks,anne201552017,Relaxing Place,"This is a very relaxing, quiet place to visit especially on a weekday. The beach is clean with white sand. It's nice to just bring a picnic basket, read a book and just enjoy the beauty of nature.",40,October 2016
Matheson Hammock Park,Parks,Hy L,Scenic and open,Great views safe lagoon for children.Large marina and undeveloped areas.  Parts are currently underwater and unvisitable at high tide.,50,March 2017
Matheson Hammock Park,Parks,snooknnn,Nice place for relaxation,Matheson hammock is a hidden gem. It is located off of old Cutler Road right on Biscayne Bay. There is a small saltwater lake with beach and a surrounding view of Biscayne Bay. There is one part of the park that is dedicated to windsurfing and windsailing.  A great place to relax. There is a park fee of $5 weekdays and $7 on weekends.,50,December 2016
Matheson Hammock Park,Parks,Sofia M,I honestly dont know where you people went,"I honestly dont know if I took a wrong turn or something, but I definitely wouldn't recommend this place unless you want to become lunch. ",10,March 2017
Adrienne Arsht Center for the Performing Arts of Miami-Dade County,Theaters,Jrobb3030,Billy Crystal Performance,"Loved everything about the show and the venue, HOWEVER, the acoustics are suppose to be great and I do not agree",40,January 2017
Wynwood Brewing Company,Breweries,ilovestotravel000,Amazing brewery with an even more amazing staff,"I've been a few times with my friends who are die-hard fans of Wynwood Brewing Company. Our last visit was for a bottle release of theirs. We spent the entire afternoon outside listening to a live band they had. We were there for hours and had an amazing time. I also can't say enough good things about their staff. Everyone is beyond friendly and helpful. Overall, just great people. The beer is great and the people are friendly- what more can you ask for. I'll never miss a bottle release after this- the bottles we bought are beautiful. The tops were hand-dipped in wax and the labels were printed on wood. Unique and they make an excellent gift. I look forward to going back!",50,April 2016
Wynwood Brewing Company,Breweries,FedoraTraveler,Thumbs Way UP On My 1st Visit,"To truly enjoy some engaging conversations with friends, plan a visit to Wynwood Brewing Company.",50,May 2016
The Centurion Lounge,Airport Lounges,bethwF7747JR,Miami International Centurion Lounge,"Ths Centurion lounge was average at best. Very small so there was not adequate seating. Additionally, the food was subpar. I guess I expect most lounges to measure up to the one in Dallas.",30,April 2018
